Date,country,Grocery & pharmacy,Parks,Residential,Retail & recreation,Transit stations,Workplace
2020-02-22,Gabon,-8.831,-16.16,2.269,-6.685,-6.808,2.273
2020-02-22,Germany,2.077,6.054,0.232,-0.419,6.431,-2.677
2020-02-22,Greece,0.155,1.363,1.004,-0.626,-1.256,2.454
2020-02-22,Guatemala,-3.103,0.133,-0.64,-0.716,0.514,1.926
2020-02-22,Honduras,-0.814,-7.92,1.021,-5.09,-4.468,1.706
2020-02-22,Hungary,3.667,31.272,-1.36,8.297,11.191,2.63
2020-02-22,Indonesia,-0.527,-4.755,0.508,-0.801,-1.196,4.435
2020-02-22,Iraq,10.531,10.253,0.333,11.045,16.013,12.868
2020-02-22,Italy,8.663,28.253,-0.446,-2.473,7.277,0.153
2020-02-22,Japan,1.686,-2.333,1.125,-2.945,-1.878,-0.953
2020-02-22,Kenya,1.37,4.43,-0.378,3.24,4.313,3.486
2020-02-22,Laos,4.126,-1.959,2.125,0.792,-13.441,5.399
2020-02-22,Latvia,0.606,-12.636,0.378,0.467,-0.239,0.065
2020-02-22,Lithuania,-0.389,-5.474,-0.202,-4.254,1.179,-1.794
2020-02-22,Luxembourg,-0.35,16.177,-0.581,-8.176,9.329,-5.816
2020-02-22,Malta,4.785,57.419,-2.213,8.705,12.178,0.964
2020-02-22,Mexico,0.407,6.946,-0.29,0.823,5.141,3.294
2020-02-22,Mozambique,-2.146,-9.901,-0.702,-4.207,-8.656,0.721
2020-02-22,Netherlands,-4.231,-7.8,0.188,0.905,6.706,-3.501
2020-02-22,New Zealand,3.625,-11.26,1.378,6.424,1.486,4.469
2020-02-22,North Macedonia,2.862,4.383,0.156,1.942,0.812,3.192
2020-02-22,Norway,2.972,6.344,-0.726,-2.205,4.061,-3.796
2020-02-22,Papua New Guinea,5.969,-5.407,-0.78,10.171,-4.636,8.614
2020-02-22,Poland,-9.336,-4.273,0.224,-0.77,0.627,-0.131
2020-02-22,Qatar,-1.526,12.571,1.208,-0.979,-0.629,5.06
2020-02-22,Romania,-1.445,0.227,-1.347,3.8,5.745,5.449
2020-02-22,Singapore,-9.571,-5.264,6.476,-11.893,-16.571,-3.42
2020-02-22,Slovakia,2.468,11.856,-1.235,3.912,8.044,1.546
2020-02-22,Slovenia,3.921,36.66,-3.278,8.062,26.993,0.683
2020-02-22,South Africa,-7.14,-18.547,1.345,-5.3,-8.218,1.08
2020-02-22,South Korea,-9.706,-25.979,8.659,-27.426,-23.156,-6.121
2020-02-22,Spain,5.051,40.131,-2.608,3.749,12.874,1.719
2020-02-22,Sweden,-0.856,1.701,0.567,0.934,-1.439,-2.092
2020-02-22,Tanzania,-10.882,-6.541,0.378,-5.175,-9.391,-4.753
2020-02-22,Thailand,-0.286,-10.356,1.83,-4.122,-6.703,3.163
2020-02-22,Turkey,2.61,2.148,0.645,2.733,-1.363,7.395
2020-02-22,United Kingdom,-2.187,-5.178,0.289,-2.56,-0.264,-2.535
2020-02-22,United States,3.153,21.02,-0.773,6.93,5.108,3.484
2020-02-22,Uruguay,0.144,-8.97,0.993,3.125,-4.212,0.719
2020-02-22,Zambia,-7.691,-0.54,3.179,-4.123,-9.887,3.784
2020-02-23,Aruba,-17.77,20.13,0.565,-1.07,3.152,-26.388
2020-02-23,Australia,3.171,3.303,-0.621,2.166,5.28,4.333
2020-02-23,Belarus,4.192,5.809,-0.33,4.183,3.841,5.76
2020-02-23,Belgium,-4.423,-16.026,1.739,-2.459,-4.865,-10.888
2020-02-23,Bosnia and Herzegovina,5.078,15.575,-0.78,2.07,7.411,3.649
2020-02-23,Brazil,1.982,46.445,3.496,-2.353,-7.821,-17.55
2020-02-23,Bulgaria,1.713,41.98,-1.869,9.138,11.433,3.535
2020-02-23,Cambodia,-1.138,-0.511,1.996,-0.994,-20.083,4.552
2020-02-23,Canada,5.035,30.681,-0.635,7.788,3.555,4.455
2020-02-23,Chile,3.776,-2.419,1.397,-1.151,-0.551,-1.915
2020-02-23,Colombia,-4.303,-10.619,1.174,-6.925,-1.559,2.097
2020-02-23,Croatia,5.989,19.659,-1.42,8.032,10.781,1.515
2020-02-23,Czechia,2.797,-5.902,-0.04,3.136,1.577,0.906
2020-02-23,Denmark,-1.463,-3.134,0.352,0.086,0.736,0.724
2020-02-23,Ecuador,-7.906,17.298,1.787,-5.03,-15.647,-31.434
2020-02-23,France,5.587,35.217,0.07,6.408,7.778,-5.322
2020-02-23,Gabon,-8.811,-15.932,1.74,-4.756,-4.868,1.853
2020-02-23,Germany,4.788,-6.993,1.595,0.474,-0.27,-9.682
2020-02-23,Greece,5.024,20.813,-0.523,6.045,6.274,3.8
2020-02-23,Guatemala,-2.566,-0.113,0.022,-1.804,-1.247,1.947
2020-02-23,Honduras,-0.041,-5.533,-0.049,-4.753,-5.657,3.859
2020-02-23,Hungary,5.534,23.323,-0.934,8.715,10.484,2.151
2020-02-23,Indonesia,-1.89,-4.399,1.18,-2.085,-3.302,3.527
2020-02-23,Iraq,11.011,9.652,-0.085,10.415,14.196,12.709
2020-02-23,Italy,18.237,23.312,1.521,-4.868,-1.347,-4.934
2020-02-23,Japan,3.347,25.492,5.242,6.157,-8.21,-21.719
2020-02-23,Kenya,1.757,3.766,-0.78,3.082,4.762,4.73
2020-02-23,Laos,3.472,-1.91,1.142,1.382,-9.749,6.856
2020-02-23,Latvia,4.888,6.429,-0.198,4.881,4.605,1.539
2020-02-23,Lithuania,3.016,8.919,-0.526,0.528,2.042,1.074
2020-02-23,Luxembourg,2.122,-3.676,0.007,-5.916,3.351,-4.597
2020-02-23,Malta,9.241,60.711,-2.037,11.657,12.115,-2.249
2020-02-23,Mexico,0.883,7.6,-0.841,0.891,5.716,3.498
2020-02-23,Mozambique,-7.483,-11.642,0.756,-10.658,-12.011,3.115
2020-02-23,Netherlands,-9.362,-16.316,1.47,3.379,-0.146,-9.528
2020-02-23,New Zealand,2.183,-6.814,-0.233,3.078,7.274,10.948
2020-02-23,North Macedonia,4.798,16.936,-0.526,4.994,3.957,8.387
2020-02-23,Norway,6.198,6.388,-1.015,-0.382,5.534,-2.676
2020-02-23,Papua New Guinea,6.012,-5.904,-0.78,7.467,-1.947,9.312
2020-02-23,Poland,-16.605,-18.932,0.595,-4.189,-0.425,0.926
2020-02-23,Qatar,-2.386,15.11,1.18,-1.246,-0.023,4.665
2020-02-23,Romania,1.954,6.212,-1.054,4.353,5.196,2.938
2020-02-23,Singapore,-10.649,-5.891,6.38,-13.218,-17.295,-4.238
2020-02-23,Slovakia,1.964,-8.96,-0.165,1.806,5.76,-0.968
2020-02-23,Slovenia,7.451,20.981,-1.879,6.98,16.686,-0.911
2020-02-23,South Africa,-8.346,-16.586,2.037,-9.443,-9.221,1.172
2020-02-23,South Korea,-10.089,-8.023,8.158,-27.89,-22.231,-8.251
2020-02-23,Spain,7.726,33.873,-2.043,6.231,9.047,-1.483
2020-02-23,Sweden,0.114,20.043,0.241,1.826,-0.854,-1.981
2020-02-23,Tanzania,-12.081,-7.444,0.722,-8.296,-4.203,-1.074
2020-02-23,Thailand,-0.42,-6.709,1.777,-4.386,-7.552,1.023
2020-02-23,Turkey,4.401,16.5,-0.373,5.295,3.111,7.308
2020-02-23,United Kingdom,-1.742,-5.642,0.315,-1.451,1.376,-1.192
2020-02-23,United States,2.258,18.682,-0.544,4.949,4.072,2.436
2020-02-23,Uruguay,-2.01,8.626,3.507,0.568,-7.55,-12.313
2020-02-23,Zambia,-10.212,-3.543,3.299,-7.231,-11.123,1.631
2020-02-24,Aruba,-18.943,19.054,13.117,-11.34,-7.249,-43.233
2020-02-24,Australia,0.438,-7.367,-1.333,-1.088,8.405,15.235
2020-02-24,Belarus,1.007,-0.243,-0.246,0.641,3.362,6.257
2020-02-24,Belgium,0.284,9.068,3.884,6.404,-9.665,-22.354
2020-02-24,Bosnia and Herzegovina,4.103,5.209,-0.939,0.834,5.746,12.22
2020-02-24,Brazil,-14.073,62.447,8.411,-18.814,-25.998,-44.49
2020-02-24,Bulgaria,1.1,13.149,-0.913,0.359,5.867,2.839
2020-02-24,Cambodia,-0.921,-2.725,1.676,-2.257,-20.676,5.754
2020-02-24,Canada,3.111,17.832,-0.067,2.96,-0.214,2.855
2020-02-24,Chile,2.968,-2.503,1.626,-1.125,-2.541,-2.034
2020-02-24,Colombia,-4.488,-9.284,-0.245,-7.31,5.986,10.379
2020-02-24,Croatia,7.948,17.734,-0.259,3.602,4.976,0.937
2020-02-24,Czechia,3.181,10.083,0.32,3.881,1.123,-0.355
2020-02-24,Denmark,-1.172,7.678,0.544,-2.107,1.424,2.435
2020-02-24,Ecuador,-18.743,0.95,10.543,-17.315,-30.564,-64.291
2020-02-24,France,2.642,38.582,3.118,2.496,-0.486,-13.961
2020-02-24,Gabon,-7.653,-11.266,1.46,-2.275,-3.579,1.751
2020-02-24,Germany,-3.094,14.157,3.645,1.127,-5.129,-17.31
2020-02-24,Greece,3.275,21.846,-0.78,3.711,6.919,3.24
2020-02-24,Guatemala,-4.319,-3.094,0.289,-5.242,-4.832,3.843
2020-02-24,Honduras,0.687,-2.621,-1.718,-4.951,-4.602,10.535
2020-02-24,Hungary,4.721,27.325,-0.105,3.285,3.985,2.528
2020-02-24,Indonesia,-2.736,-4.498,1.667,-3.447,-2.955,1.532
2020-02-24,Iraq,8.205,7.307,-0.109,6.028,11.828,11.182
2020-02-24,Italy,15.872,21.479,4.42,-4.765,-13.863,-13.641
2020-02-24,Japan,4.641,36.335,10.025,12.402,-18.23,-34.321
2020-02-24,Kenya,-1.849,5.267,-0.589,1.868,3.879,4.962
2020-02-24,Laos,3.249,0.414,0.772,1.575,-5.755,8.894
2020-02-24,Latvia,0.361,5.847,0.518,0.282,2.124,2.107
2020-02-24,Lithuania,4.017,11.364,-0.029,1.11,3.678,2.186
2020-02-24,Luxembourg,4.958,10.163,1.648,-1.532,-2.03,-2.84
2020-02-24,Malta,14.064,62.961,-0.475,13.784,9.893,-7.874
2020-02-24,Mexico,-0.662,6.464,-1.34,-1.538,3.011,7.409
2020-02-24,Mozambique,-1.451,-0.441,-2.856,-3.602,-3.261,17.56
2020-02-24,Netherlands,-2.617,9.923,2.88,10.836,-4.119,-19.048
2020-02-24,New Zealand,-0.185,0.948,-2.36,-0.599,15.046,26.784
2020-02-24,North Macedonia,5.477,13.76,-1.015,3.26,5.888,15.5
2020-02-24,Norway,1.042,18.156,0.333,0.975,1.709,-4.405
2020-02-24,Papua New Guinea,1.487,-6.482,-1.02,0.439,-4.949,8.557
2020-02-24,Poland,-1.941,-2.162,-0.382,0.665,3.062,7.855
2020-02-24,Qatar,-3.21,9.507,1.129,-1.609,-0.373,4.442
2020-02-24,Romania,2.902,1.495,-0.767,-0.04,3.507,2.042
2020-02-24,Singapore,-7.779,-8.812,6.4,-11.394,-13.989,-3.499
2020-02-24,Slovakia,2.378,17.135,0.144,4.94,5.297,-3.822
2020-02-24,Slovenia,9.076,16.977,0.857,2.037,3.07,-6.264
2020-02-24,South Africa,-9.95,-8.658,0.189,-8.157,-1.934,4.769
2020-02-24,South Korea,0.581,-8.087,8.468,-24.694,-18.44,-7.37
2020-02-24,Spain,2.028,29.499,-0.003,2.493,4.419,-6.391
2020-02-24,Sweden,3.102,19.026,0.76,3.403,-2.865,-4.14
2020-02-24,Tanzania,-3.995,-1.305,1.313,-2.763,-0.209,-0.388
2020-02-24,Thailand,0.491,-5.874,2.021,-3.221,-7.005,-0.676
2020-02-24,Turkey,4.1,9.207,-1.474,2.9,3.764,8.705
2020-02-24,United Kingdom,0.655,-5.089,1.086,-2.548,-1.288,-1.39
2020-02-24,United States,0.911,10.342,0.035,2.567,1.691,2.534
2020-02-24,Uruguay,-8.29,16.856,5.269,-11.168,-11.225,-31.622
2020-02-24,Zambia,-11.567,-3.076,3.357,-8.827,-9.637,4.857
2020-02-25,Aruba,-0.551,8.741,3.127,2.926,8.21,-10.598
2020-02-25,Australia,-0.572,-7.671,-1.283,-1.933,9.913,14.629
2020-02-25,Belarus,4.012,0.639,-0.78,2.996,6.106,6.645
2020-02-25,Belgium,-0.296,18.393,3.433,6.51,-9.014,-22.182
2020-02-25,Bosnia and Herzegovina,8.73,5.888,-0.787,2.067,6.085,11.313
2020-02-25,Brazil,-22.648,29.08,8.482,-27.404,-29.568,-48.015
2020-02-25,Bulgaria,4.715,22.966,-1.468,3.042,8.577,3.17
2020-02-25,Cambodia,-0.191,-1.651,1.116,-1.642,-20.119,5.304
2020-02-25,Canada,4.255,7.611,0.025,1.118,-0.496,2.643
2020-02-25,Chile,3.095,-0.08,1.46,-1.267,-1,-0.82
2020-02-25,Colombia,-4.895,-7.683,-0.665,-7.774,7.931,12.893
2020-02-25,Croatia,7.045,7.85,0.897,-1.277,-0.236,0.71
2020-02-25,Czechia,6.27,12.258,0.34,5.224,1.231,-0.437
2020-02-25,Denmark,-2.453,-1.511,0.754,-2.934,0.73,2.68
2020-02-25,Ecuador,-17.824,-8.859,7.889,-17.656,-20.255,-47.61
2020-02-25,France,0.349,21.547,3.271,-0.488,-3.162,-13.942
2020-02-25,Gabon,-7.191,-12.563,2.031,-3.144,-4.04,0.509
2020-02-25,Germany,-0.87,9.519,3.146,-1.211,-5.689,-10.494
2020-02-25,Greece,7.432,14.15,-0.78,1.202,4.957,3.24
2020-02-25,Guatemala,-4.804,-0.184,0.13,-3.617,-3.903,3.289
2020-02-25,Honduras,-0.421,-1.373,-1.81,-4.806,-5.464,10.603
2020-02-25,Hungary,5.54,28.19,-0.174,2.891,3.868,2.211
2020-02-25,Indonesia,-1.653,-4.778,2.029,-4.233,-4.236,-0.434
2020-02-25,Iraq,8.991,2.162,1.021,3.126,6.978,7.539
2020-02-25,Italy,2.243,12.115,5.407,-8.399,-19.308,-14.231
2020-02-25,Japan,5.659,6.889,1.678,0.869,-4.609,-5.137
2020-02-25,Kenya,-4.229,1.034,-0.348,0.583,2.754,5.645
2020-02-25,Laos,2.958,2.114,0.773,1.742,-4.434,8.395
2020-02-25,Latvia,0.842,2.543,0.213,-0.174,-0.254,2.4
2020-02-25,Lithuania,3.234,0.829,0.133,-1.102,2.995,2.642
2020-02-25,Luxembourg,6.371,9.074,0.779,-1.657,-1.157,-0.516
2020-02-25,Malta,20.549,52.785,-0.234,11.885,9.875,-5.803
2020-02-25,Mexico,-1.703,5.788,-1.029,-1.919,1.677,6.126
2020-02-25,Mozambique,0.503,1.772,-2.867,-2.279,-1.261,17.397
2020-02-25,Netherlands,5.209,26.312,2.32,12.147,-4.843,-15.867
2020-02-25,New Zealand,1.681,5.319,-1.499,-0.982,10.61,17.255
2020-02-25,North Macedonia,7.736,19.289,-1.017,3.447,4.713,5.283
2020-02-25,Norway,1.418,16.166,0.436,1.415,0.049,-4.052
2020-02-25,Papua New Guinea,5.789,-8.376,-0.442,3.649,-2.418,10.525
2020-02-25,Poland,0.787,4.232,-0.048,0.006,4.268,8.384
2020-02-25,Qatar,-2.969,6.31,1.053,-2.342,-0.807,3.991
2020-02-25,Romania,8.066,10.136,-1.264,2.116,5.656,2.902
2020-02-25,Singapore,-8.101,-2.79,6.349,-10.86,-13.511,-3.48
2020-02-25,Slovakia,1.605,26.19,0.02,3.343,5.232,-3.832
2020-02-25,Slovenia,5.355,-1.837,1.991,-3.264,-1.348,-6.458
2020-02-25,South Africa,-2.355,-4.766,-0.755,-1.273,2.451,5.289
2020-02-25,South Korea,-10.271,-23.977,9.716,-31.23,-24.488,-10.455
2020-02-25,Spain,1.114,17.141,0.302,-1.353,2.88,-4.704
2020-02-25,Sweden,6.632,9.012,0.767,7.018,-3.239,-4.015
2020-02-25,Tanzania,-2.327,-2.09,0.83,0.514,2.034,-1.075
2020-02-25,Thailand,1.652,-5.874,2.021,-1.989,-7.075,-1.431
2020-02-25,Turkey,5.709,12.751,-1.9,2.519,3.967,9.388
2020-02-25,United Kingdom,2.928,2.751,0.41,-0.619,0.182,0.447
2020-02-25,United States,1.622,8.189,-0.244,5.069,2.448,1.993
2020-02-25,Uruguay,-7.913,-3.317,3.174,-14.293,-8.923,-23.075
2020-02-25,Zambia,-7.505,-0.35,2.453,-5.301,-6.673,5.34
2020-02-26,Aruba,0.191,2.879,0.513,-0.679,1.854,-0.001
2020-02-26,Australia,0.133,-4.532,-1.169,-0.618,9.837,13.996
2020-02-26,Belarus,5.05,7.444,-0.726,3.771,5.251,6.403
2020-02-26,Belgium,-3.545,-2.324,3.918,-0.549,-12.233,-21.227
2020-02-26,Bosnia and Herzegovina,2.054,-0.157,-0.252,-3.405,2.256,8.088
2020-02-26,Brazil,-8.051,-2.671,4.55,-16.26,-13.635,-15.843
2020-02-26,Bulgaria,5.856,19.358,-1.328,3.383,10.4,2.838
2020-02-26,Cambodia,-1.416,0.306,1.715,-1.202,-21.314,5.365
2020-02-26,Canada,-1.065,-0.32,1.488,-2.793,-2.103,-0.309
2020-02-26,Chile,2.937,-3.08,1.46,-2.305,-0.716,0.378
2020-02-26,Colombia,-4.045,-5.248,-1.588,-6.171,6.429,12.702
2020-02-26,Croatia,1.275,-4.385,1.864,-5.819,-5.73,-0.413
2020-02-26,Czechia,7.462,9.685,0.085,3.277,-0.149,-0.68
2020-02-26,Denmark,-1.192,6.699,0.493,-1.077,0.923,2.705
2020-02-26,Ecuador,-5.482,-4.293,1.775,-6.636,-4.931,-16.39
2020-02-26,France,-1.252,8.639,3.065,-4.927,-5.083,-12.898
2020-02-26,Gabon,-7.744,-11.42,2.741,-3.878,-5.501,-0.089
2020-02-26,Germany,0.563,-0.078,2.078,-3.602,-6.417,-5.396
2020-02-26,Greece,15.392,12.566,-0.78,2.463,5.224,3.182
2020-02-26,Guatemala,-2.185,2.332,0.133,-2.183,-1.689,2.967
2020-02-26,Honduras,-3.429,-3.061,-0.93,-6.398,-5.526,8.147
2020-02-26,Hungary,6.417,5.626,0.492,-1.328,-0.815,1.376
2020-02-26,Indonesia,0.034,-3.137,0.419,-1.357,0.504,3.15
2020-02-26,Iraq,14.244,7.212,1.384,6.992,11.561,5.544
2020-02-26,Italy,-4.002,-2.214,5.661,-12.06,-22.315,-12.355
2020-02-26,Japan,4.225,-4.411,1.091,-3.289,-5.324,0.44
2020-02-26,Kenya,-4.386,-0.448,-0.366,0.63,2.262,5.371
2020-02-26,Laos,1.451,1.468,1.04,0.3,-4.69,8.267
2020-02-26,Latvia,1.413,4.223,0.016,1.459,1.291,2.324
2020-02-26,Lithuania,4.88,8.068,0.009,0.811,2.568,2.195
2020-02-26,Luxembourg,0.305,-0.532,0.853,-6.868,0.011,-0.629
2020-02-26,Malta,12.844,28.456,0.613,5.126,5.101,-1.729
2020-02-26,Mexico,-0.547,2.042,-0.78,-1.964,1.574,6.466
2020-02-26,Mozambique,0.229,1.985,-3.517,-0.711,2.035,16.736
2020-02-26,Netherlands,-0.036,7.124,2.442,3.145,-7.038,-13.258
2020-02-26,New Zealand,3.522,0.127,-1.627,0.068,11.782,16.273
2020-02-26,North Macedonia,7.359,8.998,-1.012,-0.393,2.501,2.755
2020-02-26,Norway,1.99,20.766,0.308,1.527,0.688,-4.166
2020-02-26,Papua New Guinea,7.489,-6.25,-0.695,6.028,-1.915,12.801
2020-02-26,Poland,-0.551,3.515,-0.373,-0.28,4.002,8.084
2020-02-26,Qatar,0.32,0.086,1.18,-0.548,-1.535,3.757
2020-02-26,Romania,6.67,6.132,-1.031,1.515,3.946,3.05
2020-02-26,Singapore,-11.454,-3.905,6.514,-12.02,-12.41,-3.696
2020-02-26,Slovakia,0.631,9.894,1.155,0.451,1.061,-5.088
2020-02-26,Slovenia,-2.246,-20.864,3.131,-8.4,-7.659,-7.316
2020-02-26,South Africa,0.531,-4.916,-0.86,1.755,4.724,4.99
2020-02-26,South Korea,-8.291,-0.636,9.322,-29.547,-22.834,-10.658
2020-02-26,Spain,5.254,12.015,-0.62,0.803,2.542,-0.492
2020-02-26,Sweden,2.727,5.907,0.9,5.603,-4.259,-4.539
2020-02-26,Tanzania,-0.081,-0.857,0.707,1.198,5.062,-0.698
2020-02-26,Thailand,-0.218,-6.046,2.161,-3.17,-7.789,-1.009
2020-02-26,Turkey,5.189,12.8,-1.742,0.263,2.924,10.609
2020-02-26,United Kingdom,0.216,5.935,0.62,0.808,-0.405,0.58
2020-02-26,United States,2.72,7.102,-0.5,7.267,3.528,2.096
2020-02-26,Uruguay,-1.955,-7.69,0.173,-4.089,-0.941,-2.013
2020-02-26,Zambia,-4.987,0.692,1.779,-2.267,-4.999,5.687
2020-02-27,Aruba,2.968,0.894,0.184,1.855,4.853,2.129
2020-02-27,Australia,2.482,-1.614,-1.666,0.689,11.142,14.678
2020-02-27,Belarus,3.034,5.086,-0.5,1.019,5.194,6.288
2020-02-27,Belgium,-0.458,-10.433,5.322,-1.858,-13.667,-22.854
2020-02-27,Bosnia and Herzegovina,0.261,-3.667,-0.5,-3.047,1.815,8.005
2020-02-27,Brazil,1.151,-12.54,1.138,-8.206,-0.704,6.933
2020-02-27,Bulgaria,4.615,1.783,-0.646,-1.315,9.095,2.47
2020-02-27,Cambodia,-1.418,-0.26,1.664,-0.864,-21.505,4.958
2020-02-27,Canada,-6.276,-5.307,3.238,-6.179,-3.204,-3.818
2020-02-27,Chile,4.823,-3.773,1.384,0.829,0.028,1.407
2020-02-27,Colombia,0.594,-5.512,-1.832,-2.843,5.576,14.556
2020-02-27,Croatia,-0.19,3.411,1.2,-1.414,-1.449,-0.12
2020-02-27,Czechia,9.28,6.765,0.213,2.357,-0.398,-0.953
2020-02-27,Denmark,1.248,18.735,-0.15,6.133,3.22,2.407
2020-02-27,Ecuador,-0.937,-3.847,2.066,-2.449,-2.741,-7.589
2020-02-27,France,-0.065,4.664,4.088,-4.19,-4.197,-14.856
2020-02-27,Gabon,0.153,-3.755,0.439,3.039,1.735,3.878
2020-02-27,Germany,4.912,0.593,1.906,-2.877,-4.341,-4.58
2020-02-27,Greece,20.379,7.872,-0.551,2.149,7.122,2.545
2020-02-27,Guatemala,1.58,2.912,-0.417,0.447,-1.22,3.365
2020-02-27,Honduras,-3.904,-11.046,0.04,-7.47,-7.202,7.489
2020-02-27,Hungary,8.658,3.618,0.309,2.004,1.259,1.178
2020-02-27,Indonesia,2.08,-3.51,0.448,0.393,2.57,4.318
2020-02-27,Iraq,12.27,7.614,2.581,5.968,11.794,5.424
2020-02-27,Italy,-2.691,1.493,5.56,-9.323,-21.32,-11.88
2020-02-27,Japan,8.211,-3.928,1.645,-2.716,-7.491,0.433
2020-02-27,Kenya,-0.746,1.313,-0.711,2.186,4.402,6.189
2020-02-27,Laos,3.524,1.933,0.633,1.56,-5.031,11.02
2020-02-27,Latvia,0.205,-4.224,0.575,-0.633,0.075,1.677
2020-02-27,Lithuania,5.882,-6.6,0.569,-1.971,-0.097,1.179
2020-02-27,Luxembourg,-2.402,6.564,2.25,-9.853,1.074,-1.094
2020-02-27,Malta,6.488,14.5,0.569,5.12,3.254,2.399
2020-02-27,Mexico,2.49,0.525,-1.226,1.179,3.258,8.012
2020-02-27,Mozambique,0.261,2.975,-3.454,-0.439,1.85,16.421
2020-02-27,Netherlands,-0.999,-3.548,2.695,-0.158,-6.861,-12.891
2020-02-27,New Zealand,1.545,-5.185,-1.62,1.006,12.332,18.647
2020-02-27,North Macedonia,1.946,-8.491,0.408,-5.083,-3.164,5.136
2020-02-27,Norway,2.67,16.004,0.62,1.102,0.232,-5.05
2020-02-27,Papua New Guinea,7.265,-8.185,-1.432,6.961,1.081,14.271
2020-02-27,Poland,3.36,2.361,-0.5,3.144,5.026,8.369
2020-02-27,Qatar,5.668,4.521,1.129,3.246,-1.595,3.52
2020-02-27,Romania,2.107,-6.066,-0.44,-1.257,1.458,9.155
2020-02-27,Singapore,-9.144,-5.28,6.33,-10.707,-9.586,-2.262
2020-02-27,Slovakia,3.673,9.303,1.537,1.467,2.635,-5.856
2020-02-27,Slovenia,-0.066,-1.098,1.806,-1.905,-1.353,-7.184
2020-02-27,South Africa,5.558,-5.994,-1.137,6.827,8.963,4.506
2020-02-27,South Korea,-11.878,-10.703,10.532,-31.775,-25.316,-10.743
2020-02-27,Spain,2.814,20.423,-0.939,2.625,4.653,-2.706
2020-02-27,Sweden,3.417,11.166,0.9,7.092,-2.205,-5.382
2020-02-27,Tanzania,1.878,-0.393,0.607,0.837,4.57,-1.084
2020-02-27,Thailand,0.934,-6.834,2.371,-3.238,-7.834,-1.062
2020-02-27,Turkey,3.818,7.199,-1.086,-2.302,2.196,10.404
2020-02-27,United Kingdom,0.888,2.011,0.697,1.794,0.035,0.025
2020-02-27,United States,3.446,11.281,-0.635,7.669,4.269,1.942
2020-02-27,Uruguay,-4.485,-5.34,0.524,-4.275,-1.313,4.009
2020-02-27,Zambia,-2.059,-1.258,1.588,1.494,-2.892,6.268
2020-02-28,Aruba,7.535,6.803,-2.028,6.147,4.331,5.02
2020-02-28,Australia,5.606,4.105,-2.183,4.223,12.905,13.51
2020-02-28,Belarus,5.839,9.352,-0.475,0.273,4.352,5.53
2020-02-28,Belgium,2.637,-0.369,3.583,-1.523,-8.149,-17.937
2020-02-28,Bosnia and Herzegovina,0.771,0.436,-0.5,-1.016,0.145,9.47
2020-02-28,Brazil,3.559,-18.153,1.607,-4.679,0.828,11.115
2020-02-28,Bulgaria,6.157,-2.599,-0.658,-2.422,9.85,2.604
2020-02-28,Cambodia,-1.368,-0.17,1.078,0.002,-21.329,5.009
2020-02-28,Canada,0.869,-1.198,1.152,0.099,1.577,0.896
2020-02-28,Chile,9.304,-3.779,0.871,7.172,1.293,1.705
2020-02-28,Colombia,7.397,-3.293,-2.237,3.859,8.896,17.345
2020-02-28,Croatia,0.611,1.206,0.926,-2.254,-2.472,0.376
2020-02-28,Czechia,5.685,0.62,0.296,0.238,0.433,0.244
2020-02-28,Denmark,0.105,11.109,-0.589,14.702,5.262,1.679
2020-02-28,Ecuador,2.4,-4.939,2.746,-1.886,-2.258,-5.921
2020-02-28,France,1.216,7.427,3.449,-2.452,0.012,-12.313
2020-02-28,Gabon,2.136,0.238,0.06,4.027,-0.701,5.394
2020-02-28,Germany,9.345,8.086,1.439,1.386,-1.644,-3.634
2020-02-28,Greece,18.569,11.023,-0.22,0.827,5.906,1.415
2020-02-28,Guatemala,4.424,2.979,-1.342,4.825,-0.265,5.093
2020-02-28,Honduras,0.882,-12.78,0.311,-3.952,-7.767,7.928
2020-02-28,Hungary,5.387,-0.724,0.416,0.588,1.025,1.23
2020-02-28,Indonesia,3.628,-5.723,0.404,1.251,3.502,5.307
2020-02-28,Iraq,14.282,10.022,1.196,8.264,11.738,11.522
2020-02-28,Italy,-2.238,8.187,4.708,-8.567,-18.995,-10.935
2020-02-28,Japan,12.493,-8.845,2.644,-4.065,-12.697,1.263
2020-02-28,Kenya,1.944,4.436,-1.304,4.104,5.314,7.279
2020-02-28,Laos,4.85,0.478,0.34,2.853,-4.076,12.177
2020-02-28,Latvia,2.146,3.932,0.224,1.657,2.187,1.359
2020-02-28,Lithuania,5.396,4.222,0.83,-4.565,-1.529,1.735
2020-02-28,Luxembourg,11.067,13.301,1.544,-0.912,5.999,-0.432
2020-02-28,Malta,7.042,14.708,0.213,6.846,3.872,3.1
2020-02-28,Mexico,6.24,3.171,-1.743,3.766,5.342,10.183
2020-02-28,Mozambique,4.379,-0.3,-2.732,-0.576,2.122,13.574
2020-02-28,Netherlands,1.223,6.06,1.777,0.85,-4.481,-9.774
2020-02-28,New Zealand,6.221,-3.55,-1.219,4.33,10.048,15.463
2020-02-28,North Macedonia,1.305,-10.232,0.99,-4.077,-5.221,14.32
2020-02-28,Norway,1.768,15.03,0.531,-0.067,1.395,-4.485
2020-02-28,Papua New Guinea,11.427,-7.044,-0.095,9.849,3.858,17.314
2020-02-28,Poland,4.07,2.059,-0.407,3.528,3.755,7.494
