Date,country,Grocery & pharmacy,Parks,Residential,Retail & recreation,Transit stations,Workplace
2020-02-28,Qatar,6.13,6.019,0.855,2.343,-1.622,4.371
2020-02-28,Romania,4.32,-8.029,-1.368,2.562,6.204,18.257
2020-02-28,Singapore,-9.034,-6.226,6.76,-7.783,-11.038,0.635
2020-02-28,Slovakia,8.439,-0.053,2.179,1.048,1.624,-3.968
2020-02-28,Slovenia,0.151,7.069,1.147,-1.011,2.355,-5.084
2020-02-28,South Africa,10.904,-6.965,-2.263,13.262,14.514,4.464
2020-02-28,South Korea,-14.714,-29.151,12.84,-36.375,-29.692,-11.276
2020-02-28,Spain,-3.461,28.733,-0.197,-0.502,3.248,-8.599
2020-02-28,Sweden,2.216,14.129,0.708,6.918,0.441,-4.333
2020-02-28,Tanzania,0.055,-1.503,-0.265,-0.332,6.382,-0.285
2020-02-28,Thailand,4.99,-8.553,1.827,-1.291,-6.697,0.633
2020-02-28,Turkey,1.381,-0.608,0.051,-3.697,-2.929,7.887
2020-02-28,United Kingdom,0.979,-10.181,0.849,0.8,-0.414,-0.43
2020-02-28,United States,4.524,12.359,-1.335,8.887,5.664,2.723
2020-02-28,Uruguay,-1.633,-11.002,0.34,-1.348,-3.371,4.626
2020-02-28,Zambia,1.364,1.146,1.861,6.008,-2.608,7.541
2020-02-29,Aruba,11.2,8.425,-0.477,5.79,2.196,4.171
2020-02-29,Australia,6.372,15.369,-0.953,5.733,9.759,4.778
2020-02-29,Belarus,4.545,12.191,-0.003,-0.5,1.563,5.335
2020-02-29,Belgium,3.286,-5.56,0.729,-3.302,-1.101,-6.366
2020-02-29,Bosnia and Herzegovina,2.959,9.702,-0.09,1.482,-2.663,1.918
2020-02-29,Brazil,4.221,-25.908,3.349,-4.301,-3.757,4.652
2020-02-29,Bulgaria,8.712,18.975,-1.2,3.199,10.384,4.509
2020-02-29,Cambodia,-0.148,-0.389,0.507,0.815,-20.407,5.276
2020-02-29,Canada,6.584,11.264,-0.255,6.597,5.706,5.767
2020-02-29,Chile,12.791,-8.945,0.873,11.814,5.302,0.486
2020-02-29,Colombia,11.312,-2.049,-0.862,7.142,6.838,9.393
2020-02-29,Croatia,-0.067,-9.932,0.752,-2.481,-5.766,0.371
2020-02-29,Czechia,5.197,9.288,-0.461,2.467,3.343,4.031
2020-02-29,Denmark,-3.996,-10.864,-0.22,13.155,4.612,0.543
2020-02-29,Ecuador,8.077,-6.185,2.364,-3.017,-0.63,-0.626
2020-02-29,France,1.897,-8.183,1.035,-5.139,3.074,-4.739
2020-02-29,Gabon,1.847,-2.462,-0.144,1.922,-0.315,3.627
2020-02-29,Germany,8.741,12.947,0.638,1.347,1.613,-0.513
2020-02-29,Greece,23.411,40.818,-0.378,7.759,0.776,1.875
2020-02-29,Guatemala,6.654,4.762,-2.27,7.899,5.294,4.63
2020-02-29,Honduras,6.07,-9.013,1.092,-0.388,-5.173,3.529
2020-02-29,Hungary,3.386,8.528,-0.341,1.997,4.987,3.169
2020-02-29,Indonesia,5.521,-7.143,0.092,1.96,3.17,5.013
2020-02-29,Iraq,13.996,10.113,1.207,10.453,12.963,9.161
2020-02-29,Italy,-3.041,-5.176,3.701,-12.486,-18.439,-7.822
2020-02-29,Japan,9.599,-17.137,3.987,-9.21,-20.09,2.654
2020-02-29,Kenya,1.763,6.708,-1.304,4.332,4.801,5.418
2020-02-29,Laos,4.997,-3.498,0.429,1.353,-6.979,7.093
2020-02-29,Latvia,4.763,20.107,-0.378,1.911,7.852,3.292
2020-02-29,Lithuania,0.255,17.689,0.824,-6.669,-1.611,1.84
2020-02-29,Luxembourg,10.331,4.077,0.705,-1.639,11.471,0.156
2020-02-29,Malta,7.901,17.688,-0.333,8.141,5.803,3.285
2020-02-29,Mexico,8.324,5.5,-1.105,5.57,5.394,5.578
2020-02-29,Mozambique,10.157,-2.982,-1.189,3.548,1.136,3.544
2020-02-29,Netherlands,1.526,-3.378,0.714,-1.563,-1.564,-2.441
2020-02-29,New Zealand,10.946,-2.088,0.451,5.088,4.305,6.449
2020-02-29,North Macedonia,8.988,11.799,0.098,1.768,-1.933,6.478
2020-02-29,Norway,-0.185,-4.665,0.34,-5.015,0.907,-1.88
2020-02-29,Papua New Guinea,15.053,-6.388,0.863,11.774,0.83,16.356
2020-02-29,Poland,0.484,15.46,0.562,4.703,3.499,3.591
2020-02-29,Qatar,7.12,7.697,0.768,3.106,0.252,5.604
2020-02-29,Romania,7.24,4.733,-0.621,5.664,6.758,7.745
2020-02-29,Singapore,-7.702,-2.378,5.415,-8.4,-13.44,-1.061
2020-02-29,Slovakia,12.968,-1.144,-0.51,6.257,9.098,2.797
2020-02-29,Slovenia,-1.001,-14.48,0.68,-4.109,-0.408,-0.792
2020-02-29,South Africa,15.262,-6.908,-1.958,18.745,9.143,5.559
2020-02-29,South Korea,-9.971,-16.229,12.281,-38.243,-32.535,-11.333
2020-02-29,Spain,3.666,17.133,-1.379,-0.334,5.309,-1.929
2020-02-29,Sweden,2.115,5.209,0.142,5.911,1.83,-0.726
2020-02-29,Tanzania,2.285,-0.103,-0.39,1.981,6.132,-1.227
2020-02-29,Thailand,6.924,-12.522,0.958,-0.604,-7.285,4.169
2020-02-29,Turkey,1.48,-1.323,1.541,-1.152,-5.926,7.249
2020-02-29,United Kingdom,1.119,-6.86,0.264,2.115,-0.608,0.446
2020-02-29,United States,7.543,19.077,-1.703,11.629,7.104,3.97
2020-02-29,Uruguay,-1.632,-11.862,1.616,-2.105,-8.413,0.413
2020-02-29,Zambia,7.949,2.825,1.104,13.19,0.922,7.42
2020-03-01,Aruba,6.449,4.595,0.06,5.721,3.492,3.432
2020-03-01,Australia,6.787,15.049,-0.5,3.054,5.989,1.649
2020-03-01,Belarus,1.197,8.194,0.035,-3.213,1.91,6.413
2020-03-01,Belgium,5.919,-4.67,-0.026,-1.048,3.786,-0.326
2020-03-01,Bosnia and Herzegovina,-0.539,1.327,2.345,-5.087,-7.989,-8.872
2020-03-01,Brazil,2.484,-31.845,3.405,-8.178,-5.922,3.848
2020-03-01,Bulgaria,7.878,56.634,-2.807,11.624,13.779,3.215
2020-03-01,Cambodia,1.566,0.301,1.132,0.742,-19.367,5.034
2020-03-01,Canada,8.024,17.628,-0.427,8.846,4.078,4.557
2020-03-01,Chile,13.515,-14.065,1.66,9.532,6.244,3.268
2020-03-01,Colombia,11.992,-2.223,-0.069,4.546,5.598,6.404
2020-03-01,Croatia,-2.946,-26.665,1.2,-5.858,-3.619,-0.99
2020-03-01,Czechia,7.409,24.985,-0.726,5.958,6.974,3.152
2020-03-01,Denmark,-6.732,2.364,-0.335,18.475,3.783,1.064
2020-03-01,Ecuador,5.24,-5.124,2.301,-2.416,0.035,-1.528
2020-03-01,France,3.747,-12.455,0.65,-0.767,0.655,-0.285
2020-03-01,Gabon,1.303,-3.478,-0.361,3.049,-0.925,3.316
2020-03-01,Germany,15.372,17.877,0.109,6.427,2.964,0.42
2020-03-01,Greece,0.13,79.026,-0.057,18.628,-4.695,-18.712
2020-03-01,Guatemala,6.259,3.247,-1.422,6.654,3.51,3.865
2020-03-01,Honduras,8.45,-3.884,-0.216,1.858,-2.726,5.74
2020-03-01,Hungary,2.84,9.945,-0.296,3.697,6.187,2.756
2020-03-01,Indonesia,7.146,-5.956,0.475,2.34,1.007,3.55
2020-03-01,Iraq,13.741,4.835,2.115,7.665,7.463,5.241
2020-03-01,Italy,-5.527,-23.964,4.427,-17.212,-24.523,-6.267
2020-03-01,Japan,7.436,-5.364,3.701,-10.194,-21.304,0.885
2020-03-01,Kenya,0.105,2.772,-0.767,2.765,2.969,5.824
2020-03-01,Laos,5.43,-4.879,0.786,1.42,-6.268,7.053
2020-03-01,Latvia,5.966,28.472,-0.581,2.584,7.524,2.826
2020-03-01,Lithuania,-1.18,27.624,0.432,-4.029,0.127,2.075
2020-03-01,Luxembourg,13.995,-2.573,0.366,-2.969,9.011,-1.221
2020-03-01,Malta,9.517,24.62,-1.018,10.323,8.216,2.693
2020-03-01,Mexico,7.999,5.432,-1.158,5.064,6.314,4.797
2020-03-01,Mozambique,5.797,-3.08,-1.067,1.82,-0.985,5.18
2020-03-01,Netherlands,2.254,-1.076,0.466,0.894,0.743,0.72
2020-03-01,New Zealand,4.272,-3.542,-0.024,0.618,9.224,9.478
2020-03-01,North Macedonia,11.415,24.506,-1.045,1.769,5.378,11.148
2020-03-01,Norway,1.961,-20.457,0.45,-7.679,-0.614,-1.301
2020-03-01,Papua New Guinea,14.712,-6.649,1.457,11.195,-1.808,15.565
2020-03-01,Poland,-4.328,17.61,0.337,5.832,7.736,3.692
2020-03-01,Qatar,7.467,9.849,1.18,3.324,0.964,3.926
2020-03-01,Romania,11.229,20.544,-1.292,7.911,10.865,6.111
2020-03-01,Singapore,-8.31,-1.997,5.223,-10.026,-15.087,-2.52
2020-03-01,Slovakia,2.527,-9.561,0.746,-1.505,7.588,0.117
2020-03-01,Slovenia,-1.801,-41.08,1.632,-10.913,-8.708,-1.176
2020-03-01,South Africa,17.39,-4.316,-0.787,15.087,8.858,7.056
2020-03-01,South Korea,-6.444,-10.214,10.954,-35.782,-32.12,-13.887
2020-03-01,Spain,4.695,4.336,-1.468,0.851,3.288,0.216
2020-03-01,Sweden,-0.931,-2.676,0.809,0.49,-4.232,-2.21
2020-03-01,Tanzania,0.053,-0.198,0.971,1.265,4.49,-2.08
2020-03-01,Thailand,8.726,-9.275,1.382,-0.264,-8.01,1.538
2020-03-01,Turkey,8.483,25.618,-0.354,7.195,2.9,7.462
2020-03-01,United Kingdom,2.121,9.179,-0.412,5.779,3.756,1.134
2020-03-01,United States,8.114,16.399,-1.338,11.454,5.841,3.088
2020-03-01,Uruguay,-2.064,-15.727,3.055,-6.959,-10.582,-1.299
2020-03-01,Zambia,7.605,1.594,0.9,11.185,0.147,7.907
2020-03-02,Aruba,4.97,6.437,0.442,2.102,5.889,1.048
2020-03-02,Australia,5.415,0.629,-0.642,-0.348,6.458,9.555
2020-03-02,Belarus,2.25,7.329,-0.494,0.259,4.412,6.938
2020-03-02,Belgium,6.523,-6.412,0.353,-2.365,0.701,2.768
2020-03-02,Bosnia and Herzegovina,-2.626,3.712,4.01,-6.198,-8.934,-18.064
2020-03-02,Brazil,1.019,-25.18,0.147,-6.219,3.532,16.14
2020-03-02,Bulgaria,4.698,52.077,2.819,7.732,1.222,-22.949
2020-03-02,Cambodia,1.418,-1.693,0.893,-0.424,-19.018,5.505
2020-03-02,Canada,4.208,4.787,0.705,4.488,-1.376,-0.002
2020-03-02,Chile,9.497,-14.545,0.198,5.065,2.844,10.153
2020-03-02,Colombia,8.142,-3.559,-1.742,1.539,11.354,15.378
2020-03-02,Croatia,1.01,-3.899,0.347,0.491,3.352,1.828
2020-03-02,Czechia,3.528,11.859,0.535,1.004,-0.235,-0.076
2020-03-02,Denmark,-5.366,21.318,0.06,12.127,0.775,1.82
2020-03-02,Ecuador,5.976,0.161,2.224,2.265,0.015,-5.89
2020-03-02,France,3.776,-5.469,2.399,-4.555,-3.615,-4.437
2020-03-02,Gabon,2.354,-2.137,0.327,2.204,0.481,2.677
2020-03-02,Germany,8.82,9.987,0.409,1.947,-1.184,0.198
2020-03-02,Greece,-35.648,72.232,2.31,8.155,-8.692,-46.179
2020-03-02,Guatemala,2.934,0.337,-0.558,1.06,-1.902,5.192
2020-03-02,Honduras,7.136,-0.914,-1.79,-0.527,-2.627,11.386
2020-03-02,Hungary,2.415,12.343,0.315,0.594,2.518,2.909
2020-03-02,Indonesia,11.202,-1.14,-0.093,4.62,2.374,4.842
2020-03-02,Iraq,16.651,8.733,1.773,9.149,8.619,4.17
2020-03-02,Italy,-5.105,-22.339,4.808,-12.281,-23.89,-8.288
2020-03-02,Japan,4.133,-9.221,3.701,-8.13,-16.098,-1.584
2020-03-02,Kenya,-0.953,1.574,-0.423,1.688,2.801,5.735
2020-03-02,Laos,5.09,-2.301,0.429,1.438,-3.752,10.496
2020-03-02,Latvia,0.8,11.192,0.46,-0.951,2.142,2.31
2020-03-02,Lithuania,-0.905,22.672,0.569,-1.799,1.774,2.476
2020-03-02,Luxembourg,8.05,0.504,0.874,-2.742,1.778,0.085
2020-03-02,Malta,6.541,21.73,-0.183,5.843,3.864,2.833
2020-03-02,Mexico,5.359,2.228,-1.595,1.612,4.185,9.403
2020-03-02,Mozambique,3.252,3.189,-4.277,1.387,3.581,19.843
2020-03-02,Netherlands,0.046,-3.953,0.919,-3.872,-1.328,1.636
2020-03-02,New Zealand,-0.445,-8.865,-1.91,-3.419,14.101,27.7
2020-03-02,North Macedonia,9.317,17.294,-1.422,5.481,6.987,17.791
2020-03-02,Norway,1.903,-1.786,0.722,-2.362,-0.328,-1.52
2020-03-02,Papua New Guinea,5.539,-9.438,0.243,2.641,-5.298,14.828
2020-03-02,Poland,1.432,-1.821,-0.373,2.463,3.421,8.842
2020-03-02,Qatar,6.301,2.486,1.18,2.12,0.048,4.589
2020-03-02,Romania,1.627,10.204,-0.832,-0.535,4.342,3.606
2020-03-02,Singapore,-5.097,-5.819,5.604,-8.538,-12.526,-1.603
2020-03-02,Slovakia,2.956,7.232,0.849,0.837,3.278,-2.43
2020-03-02,Slovenia,-2.352,-18.017,0.697,-2.956,1.98,1.959
2020-03-02,South Africa,7.526,-5.511,0.262,5.832,10.372,7.325
2020-03-02,South Korea,-2.463,5.254,9.035,-25.358,-22.09,-9.045
2020-03-02,Spain,1.866,-4.955,0.418,-2.417,-1.359,-1.837
2020-03-02,Sweden,1.671,7.297,0.9,0.782,-3.294,-1.915
2020-03-02,Tanzania,-0.155,0.041,1.249,-3.101,3.974,-1.673
2020-03-02,Thailand,7.349,-7.782,2.288,0.459,-9.167,-2.396
2020-03-02,Turkey,7.288,20.685,-1.986,6.374,6.257,9.492
2020-03-02,United Kingdom,3.503,13.452,0.04,4.432,0.36,0.758
2020-03-02,United States,7.08,12.528,-0.666,8.339,2.405,2.812
2020-03-02,Uruguay,5.977,-13.997,-0.179,2.287,-0.034,12.004
2020-03-02,Zambia,6.097,0.996,1.365,6.23,0.539,9.967
2020-03-03,Aruba,2.662,16.474,0.448,4.317,8.685,1.228
2020-03-03,Australia,8.269,-11.688,-1.207,-1.22,8.348,14.347
2020-03-03,Belarus,5.512,10.561,-0.733,4.323,5.873,6.88
2020-03-03,Belgium,6.037,7.066,0.06,1.131,0.819,3.483
2020-03-03,Bosnia and Herzegovina,5.164,-5.389,-0.247,-0.116,2.717,3.799
2020-03-03,Brazil,1.761,-18.592,-0.5,-4.114,6.224,15.614
2020-03-03,Bulgaria,-0.886,64.179,8.693,2.906,-11.696,-41.527
2020-03-03,Cambodia,1.259,-0.38,0.257,-0.067,-20.018,5.117
2020-03-03,Canada,4.98,7.879,0.416,4.195,-2.15,-0.323
2020-03-03,Chile,9.686,-14.685,0.009,3.694,3.338,12.488
2020-03-03,Colombia,5.766,-2.749,-1.951,-0.012,13.514,17.955
2020-03-03,Croatia,-1.244,2.217,0.864,0.126,1.325,2.12
2020-03-03,Czechia,1.176,-1.487,1.207,0.187,-4.805,-1.189
2020-03-03,Denmark,-5.175,11.856,0.302,9.782,-0.822,2.285
2020-03-03,Ecuador,4.813,2.309,2.021,3.062,0.546,-6.809
2020-03-03,France,4.009,4.885,2.059,-2.525,-4.079,-4.18
2020-03-03,Gabon,2.749,-0.15,0.741,0.734,-3.031,3.708
2020-03-03,Germany,4.789,9.598,1.218,0.288,-3.396,0.16
2020-03-03,Greece,-2.519,30.9,-0.632,-2.354,2.43,-10.017
2020-03-03,Guatemala,2.079,2.705,-0.403,1.264,-1.458,4.856
2020-03-03,Honduras,5.915,0.667,-2.022,-0.011,-3.085,11.635
2020-03-03,Hungary,3.418,5.426,0.34,0.859,0.746,2.476
2020-03-03,Indonesia,8.425,-2.575,0.455,2.415,1.176,4.672
2020-03-03,Iraq,17.571,10.677,1.74,11.11,5.448,2.363
2020-03-03,Italy,-0.958,-8.145,4.292,-7.504,-20.741,-8.22
2020-03-03,Japan,6.362,3.063,3.833,-4.245,-15.864,-2.719
2020-03-03,Kenya,2.032,3.724,-0.959,3.044,4.606,6.358
2020-03-03,Laos,3.686,-1.346,0.518,1.264,-3.741,9.68
2020-03-03,Latvia,1.218,5.317,0.296,-0.8,-0.482,2.221
2020-03-03,Lithuania,0.904,15.029,0.391,0.157,0.731,2.61
2020-03-03,Luxembourg,7.49,4.007,0.684,-2.469,0.136,0.446
2020-03-03,Malta,4.356,-0.775,0.697,3.246,-0.63,3.173
2020-03-03,Mexico,3.116,1.983,-1.474,1.019,2.504,8.848
2020-03-03,Mozambique,1.142,3.655,-3.564,-1.125,2.431,21.495
2020-03-03,Netherlands,4.657,14.821,0.404,1.255,-1.748,2.337
2020-03-03,New Zealand,-0.437,-8.483,-1.017,-3.583,9.04,19.647
2020-03-03,North Macedonia,6.915,4.847,-0.731,2.549,4.078,7.77
2020-03-03,Norway,1.07,6.637,0.64,-1.445,-1.165,-1.355
2020-03-03,Papua New Guinea,5.734,-9.025,-0.484,2.404,-3.58,14.034
2020-03-03,Poland,1.58,0.731,0.029,1.657,2.491,9.051
2020-03-03,Qatar,5.387,1.336,1.339,0.814,-1.398,4.678
2020-03-03,Romania,1.209,10.306,-1.06,-0.602,3.388,3.52
2020-03-03,Singapore,-6.639,-4.313,5.84,-8.803,-12.633,-1.386
2020-03-03,Slovakia,0.841,-0.519,0.798,-1.472,-0.564,-2.75
2020-03-03,Slovenia,-2.555,-13.097,0.773,-1.806,3.432,2.425
2020-03-03,South Africa,4.915,-1.737,-0.336,2.486,10.622,8.471
2020-03-03,South Korea,-6.872,1.256,8.358,-24.99,-21.401,-9.143
2020-03-03,Spain,2.863,-0.35,-0.128,-2.248,0.533,2.226
2020-03-03,Sweden,1.442,4.158,0.996,-0.148,-4.263,-1.715
2020-03-03,Tanzania,0.477,2.792,1.766,-1.209,2.376,-2.432
2020-03-03,Thailand,4.752,-8.397,2.765,-0.597,-9.806,-3.806
2020-03-03,Turkey,8.152,21.217,-2.73,5.59,5.567,9.91
2020-03-03,United Kingdom,2.824,9.855,0.218,2.464,-0.984,0.734
2020-03-03,United States,8.894,18.422,-0.78,10.092,2.751,2.19
2020-03-03,Uruguay,10.889,-12.396,-1.277,3.107,4.174,18.333
2020-03-03,Zambia,4.064,4.03,1.931,4.911,2.26,9.808
2020-03-04,Aruba,2.772,8.314,1.042,2.194,5.39,0.996
2020-03-04,Australia,11.479,-15.419,-0.666,-0.197,6.701,13.954
2020-03-04,Belarus,7.14,6.456,-0.735,5.335,5.999,6.88
2020-03-04,Belgium,3.609,1.87,0.367,0.673,0.714,3.269
2020-03-04,Bosnia and Herzegovina,5.152,-0.355,-0.425,2.389,6.385,9.523
2020-03-04,Brazil,2.81,-10.614,-0.748,-1.165,7.77,16.447
2020-03-04,Bulgaria,0.751,20.74,1.382,-1.63,2.191,-9.633
2020-03-04,Cambodia,1.176,1.87,0.952,1.27,-20.958,5.544
2020-03-04,Canada,3.935,11.87,0.588,5.031,-0.752,-0.887
2020-03-04,Chile,7.917,-15.493,-0.22,0.623,4.533,13.721
2020-03-04,Colombia,2.865,-1.709,-2.369,-1.1,9.989,15.279
2020-03-04,Croatia,1.422,7.066,0.295,2.883,1.235,2.133
2020-03-04,Czechia,1.957,13.301,0.474,2.273,-0.905,-1.03
2020-03-04,Denmark,-4.974,18.28,0.226,9.521,0.403,2.12
2020-03-04,Ecuador,2.701,1.07,2.028,2.765,0.251,-7.371
2020-03-04,France,1.656,-1.807,2.088,-5.636,-5.561,-3.562
2020-03-04,Gabon,2.146,-4.199,0.995,-2.058,-3.411,2.669
2020-03-04,Germany,2.219,10.013,1.128,0.446,-3.85,0.02
2020-03-04,Greece,4.614,2.505,0.236,-2.263,1.084,3.404
2020-03-04,Guatemala,2.703,2.969,-0.22,2.381,1.019,4.436
2020-03-04,Honduras,3.44,1.404,-1.62,-0.77,-2.175,10.161
2020-03-04,Hungary,4.654,6.235,0.06,2.456,0.993,2.077
2020-03-04,Indonesia,4.864,-3.867,0.977,1.012,0.081,4.144
2020-03-04,Iraq,16.707,11.234,2.409,8.507,4.678,-0.085
2020-03-04,Italy,0.528,3.216,4.522,-8.334,-20.57,-9.629
2020-03-04,Japan,0.052,-14.277,4.667,-10.447,-18.583,-3.964
2020-03-04,Kenya,2.706,4.705,-0.531,2.977,5.105,6.117
2020-03-04,Laos,1.36,-1.98,1.103,-1.069,-4.48,7.535
2020-03-04,Latvia,0.525,1.411,0.646,-0.836,-0.133,1.649
2020-03-04,Lithuania,0.847,11.257,0.735,-1.329,-0.898,1.968
2020-03-04,Luxembourg,4.732,-1.681,0.646,-3.789,-0.512,-0.289
2020-03-04,Malta,5.109,0.516,0.811,2.335,0.883,2.973
2020-03-04,Mexico,3.985,2.289,-1.34,1.225,2.619,8.56
2020-03-04,Mozambique,1.997,2.517,-3.746,-0.005,3.526,20.404
2020-03-04,Netherlands,2.295,13.425,0.442,0.285,-1.507,2.604
2020-03-04,New Zealand,0.155,-15.588,-0.684,-1.744,8.787,16.607
2020-03-04,North Macedonia,5.833,-0.676,-0.61,0.325,3.461,3.47
2020-03-04,Norway,1.626,12.352,0.786,-2.249,1.234,-1.724
2020-03-04,Papua New Guinea,2.854,-10.606,0.136,0.357,-2.901,14.093
2020-03-04,Poland,4.508,9.638,-0.468,4.301,4.27,8.891
2020-03-04,Qatar,6.496,-2.343,1.69,0.236,-2.349,4.78
2020-03-04,Romania,2.152,4.22,-1.011,0.898,3.948,3.813
2020-03-04,Singapore,-11.212,-7.457,6.317,-10.79,-11.755,-1.617
2020-03-04,Slovakia,1.612,6.001,1.249,-0.235,-0.257,-3.45
2020-03-04,Slovenia,-0.394,-5.686,0.105,-0.422,5.384,2.68
2020-03-04,South Africa,5.108,-1.119,-0.01,2.778,9.223,8.102
2020-03-04,South Korea,-10.191,-5.37,9.78,-28.806,-24.764,-10.117
2020-03-04,Spain,3.549,6.936,-0.22,-0.509,1.303,2.553
2020-03-04,Sweden,0.181,0.048,1.333,-1.704,-4.918,-1.8
2020-03-04,Tanzania,-0.192,1.182,1.953,-2.749,4.11,-2.263
2020-03-04,Thailand,2.623,-8.62,3.141,-1.629,-10.506,-4.3
2020-03-04,Turkey,7.331,15.601,-2.091,2.722,3.905,10.82
2020-03-04,United Kingdom,3.091,3.348,0.595,1.602,-1.699,0.72
2020-03-04,United States,6.666,18.024,-0.608,8.441,2.386,2.498
2020-03-04,Uruguay,9.823,-14.022,-1.64,3.697,6.031,19.772
2020-03-04,Zambia,4.161,4.842,1.435,6.011,1.989,9.044
2020-03-05,Aruba,1.705,1.288,0.646,0.469,4.823,2.631
2020-03-05,Australia,10.258,-16.434,-0.697,-1.026,6.702,13.844
2020-03-05,Belarus,9.252,9.976,-1.015,8.305,7.688,7.224
2020-03-05,Belgium,1.715,-10.631,1.306,-3.03,-0.694,2.016
2020-03-05,Bosnia and Herzegovina,10.116,8.435,-1.672,6.008,10.737,10.053
2020-03-05,Brazil,7.031,-5.69,-1.527,1.056,10.516,17.55
2020-03-05,Bulgaria,4.622,4.349,0.312,0.536,7.357,-3.311
2020-03-05,Cambodia,2.011,1.393,1.066,1.175,-20.246,5.078
2020-03-05,Canada,3.981,15.071,0.691,6.334,-1.11,-1.806
2020-03-05,Chile,4.856,-14.904,-0.427,-0.622,4.985,15.006
2020-03-05,Colombia,3.597,-1.338,-2.27,-0.874,9.199,15.54
2020-03-05,Croatia,2.269,12.585,-0.08,2.347,2.753,2.215
2020-03-05,Czechia,2.311,16.6,0.429,1.597,-0.691,-1.062
2020-03-05,Denmark,-3.386,25.677,-0.029,9.536,-0.563,1.706
2020-03-05,Ecuador,2.081,0.555,2.486,1.112,-0.338,-8.398
2020-03-05,France,0.377,-11.651,2.53,-6.688,-5.401,-4.762
2020-03-05,Gabon,7.674,-1.515,-0.337,0.7,0.227,4.477
2020-03-05,Germany,0.414,-0.709,1.48,-3.265,-5.268,-0.408
2020-03-05,Greece,5.818,9.316,0.212,-0.824,2.509,3.36
2020-03-05,Guatemala,2.594,2.428,-0.22,1.434,-0.272,4.514
2020-03-05,Honduras,2.352,0.057,-1.684,-1.462,-2.047,10.317
2020-03-05,Hungary,7.937,11.887,-0.29,5.569,3.854,2.125
2020-03-05,Indonesia,6.768,-1.947,0.627,3.076,2.846,4.563
2020-03-05,Iraq,10.846,6.793,3.642,1.29,0.82,-1.189
2020-03-05,Italy,0.42,-8.035,6.86,-12.314,-26.479,-15.105
2020-03-05,Japan,2.103,-8.261,4.505,-9.026,-17.929,-3.772
2020-03-05,Kenya,6.089,6.252,-1.37,5.04,7.578,7.188
2020-03-05,Laos,3.24,0.651,0.436,-0.533,-5.537,9.003
2020-03-05,Latvia,4.309,10.552,0.096,2.239,2.67,1.925
2020-03-05,Lithuania,2.256,24.135,0.119,-0.604,2.721,2.298
2020-03-05,Luxembourg,1.803,-4.519,1.002,-4.594,-1.187,-0.227
2020-03-05,Malta,5.625,13.668,0.157,6.791,3.657,3.431
2020-03-05,Mexico,2.842,2.108,-1.34,1.341,2.97,8.987
2020-03-05,Mozambique,1.852,3.14,-4.141,0.771,5.263,20.058
2020-03-05,Netherlands,-0.113,-3.4,1.04,-3.82,-2.741,2.044
2020-03-05,New Zealand,1.432,-14.193,-1.232,0.071,9.825,19.305
2020-03-05,North Macedonia,10.751,11.942,-1.689,7.046,7.943,6.4
2020-03-05,Norway,3.655,22.716,0.353,-0.457,2.747,-1.8
2020-03-05,Papua New Guinea,2.085,-7.023,0.802,1.339,-3.518,15.362
2020-03-05,Poland,5.086,15.949,-0.844,5.071,5.738,9.324
2020-03-05,Qatar,7.832,3.006,1.995,1.374,-3.607,4.951
2020-03-05,Romania,2.255,-3.627,-0.973,1.536,2.912,8.808
2020-03-05,Singapore,-11.018,-11.373,6.101,-10.874,-9.215,-0.777
2020-03-05,Slovakia,3.799,15.279,0.973,0.875,1.528,-3.655
2020-03-05,Slovenia,1.642,-4.467,-0.262,-0.541,4.581,2.534
2020-03-05,South Africa,6.495,-0.604,-0.22,4.278,9.51,7.917
2020-03-05,South Korea,-10.736,-2.01,9.595,-28.117,-24.553,-9.02
2020-03-05,Spain,2.261,2.5,-0.162,-1.265,0.296,1.509
2020-03-05,Sweden,2.067,9.449,1.015,0.289,-3.323,-1.8
2020-03-05,Tanzania,3.162,3.518,0.971,1.263,5.59,-1.507
2020-03-05,Thailand,2.153,-8.019,3.243,-2.958,-9.732,-4.549
2020-03-05,Turkey,8.037,11.529,-1.697,3.443,3.854,11.526
2020-03-05,United Kingdom,2.665,5.139,0.582,0.103,-2.181,0.44
2020-03-05,United States,6.349,19.206,-0.5,7.623,2.262,2.387
2020-03-05,Uruguay,5.274,-14.631,-2.042,1.536,5.445,21.185
2020-03-05,Zambia,5.406,7.188,0.645,6.594,4.48,9.77
2020-03-06,Aruba,4.928,7.283,-0.833,3.089,4.936,4.854
2020-03-06,Australia,13.357,-6.165,-1.668,2.577,7.974,13.174
2020-03-06,Belarus,12.748,15.249,-1.447,11.727,10.864,5.319
2020-03-06,Belgium,4.15,6.187,0.609,-0.401,3.016,1.802
2020-03-06,Bosnia and Herzegovina,7.219,0.009,-0.947,3.835,3.919,12.02
2020-03-06,Brazil,10.8,-8.136,-1.535,5.621,11.97,16.16
2020-03-06,Bulgaria,5.293,11.962,0.671,2.329,5.381,-6.291
2020-03-06,Cambodia,2.568,-0.304,0.767,-0.343,-20.703,3.12
2020-03-06,Canada,0.773,8.606,1.04,2.732,-1.847,-0.491
2020-03-06,Chile,5.09,-13.832,0.312,1.589,3.555,13.716
2020-03-06,Colombia,3.928,-3.372,-2.148,1.263,10.352,18.354
2020-03-06,Croatia,3.056,-2.846,0.544,-0.331,0.766,1.446
